poll_id,question_id,race_id,cycle,location,type_simple,race,pollster,pollster_rating_id,aapor_roper,inactive,methodology,transparency_score,partisan,polldate,electiondate,time_to_election,samplesize,cand1_name,cand1_id,cand1_party,cand1_pct,cand1_actual,cand2_name,cand2_id,cand2_party,cand2_pct,cand2_actual,margin_poll,margin_actual,days_to_election,margin_error,absolute_margin_error,winner_correct
30787,37141,658,2012,CO,Pres-G,2012_Pres-G_CO,Ipsos,154,True,False,Online Panel,7.0,,2012-11-04,2012-11-06,2,774.0,Barack Obama,16,DEM,48.0,51.49214523168122,Mitt Romney,9,REP,47.0,46.1269839293067,1.0,5.365161302374524,2,-4.365161302374524,4.365161302374524,True
30785,37135,662,2012,FL,Pres-G,2012_Pres-G_FL,Ipsos,154,True,False,Online Panel,6.0,,2012-11-04,2012-11-06,2,769.0,Barack Obama,16,DEM,47.0,50.007865068698685,Mitt Romney,9,REP,48.0,49.13097776197552,-1.0,0.8768873067231624,2,-1.8768873067231624,1.8768873067231624,False
30783,37131,688,2012,OH,Pres-G,2012_Pres-G_OH,Ipsos,154,True,False,Online Panel,5.0,,2012-11-04,2012-11-06,2,680.0,Barack Obama,16,DEM,50.0,50.66674765831986,Mitt Romney,9,REP,46.0,47.68844087842257,4.0,2.978306779897295,2,1.021693220102705,1.021693220102705,True
30770,37112,37,2012,US,Pres-G,2012_Pres-G_US,Ipsos,154,True,False,Online Panel,5.0,,2012-11-03,2012-11-06,3,4725.0,Barack Obama,16,DEM,48.0,50.90918536886269,Mitt Romney,9,REP,46.0,46.97447054330086,2.0,3.9347148255618336,3,-1.9347148255618336,1.9347148255618336,True
30781,37127,698,2012,VA,Pres-G,2012_Pres-G_VA,Ipsos,154,True,False,Online Panel,6.0,,2012-11-04,2012-11-06,2,828.0,Barack Obama,16,DEM,48.0,51.15645679621864,Mitt Romney,9,REP,46.0,47.28310289638912,2.0,3.873353899829525,2,-1.873353899829525,1.873353899829525,True
48688,76268,603,2016,AL,Pres-G,2016_Pres-G_AL,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,328.0,Hillary Rodham Clinton,9207,DEM,38.06,34.35794575797364,Donald Trump,9849,REP,54.15,62.08309236440906,-16.089999999999996,-27.725146606435423,9,11.635146606435427,11.635146606435427,True
48779,76364,604,2016,AR,Pres-G,2016_Pres-G_AR,Ipsos,154,True,False,Online Panel,4.0,,2016-10-27,2016-11-08,12,331.0,Hillary Rodham Clinton,9207,DEM,38.14,33.65312412936093,Donald Trump,9849,REP,53.35,60.57410216382829,-15.21,-26.92097803446736,12,11.71097803446736,11.71097803446736,True
48778,76363,605,2016,AZ,Pres-G,2016_Pres-G_AZ,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,593.0,Hillary Rodham Clinton,9207,DEM,42.38,45.12491703028259,Donald Trump,9849,REP,47.1,48.67042485158719,-4.719999999999999,-3.545507821304604,9,-1.1744921786953948,1.1744921786953948,True
48690,76271,606,2016,CA,Pres-G,2016_Pres-G_CA,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,726.0,Hillary Rodham Clinton,9207,DEM,58.85,61.72638863699762,Donald Trump,9849,REP,31.74,31.61711467898836,27.110000000000003,30.109273958009258,5,-2.9992739580092547,2.9992739580092547,True
48704,76285,607,2016,CO,Pres-G,2016_Pres-G_CO,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,536.0,Hillary Rodham Clinton,9207,DEM,47.71,48.1569803828474,Donald Trump,9849,REP,42.33,43.25139737143104,5.380000000000003,4.905583011416361,9,0.47441698858364134,0.47441698858364134,True
48705,76286,608,2016,CT,Pres-G,2016_Pres-G_CT,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,351.0,Hillary Rodham Clinton,9207,DEM,49.76,54.56630109670987,Donald Trump,9849,REP,39.7,40.92691437881478,10.059999999999995,13.639386717895093,9,-3.5793867178950975,3.5793867178950975,True
48780,76365,610,2016,DE,Pres-G,2016_Pres-G_DE,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,138.0,Hillary Rodham Clinton,9207,DEM,52.03,53.08597745902562,Donald Trump,9849,REP,36.42,41.71274452811313,15.61,11.373232930912494,9,4.236767069087506,4.236767069087506,True
48691,76272,611,2016,FL,Pres-G,2016_Pres-G_FL,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,888.0,Hillary Rodham Clinton,9207,DEM,47.66,47.82331580580505,Donald Trump,9849,REP,46.77,49.021941416590735,0.8899999999999935,-1.1986256107856832,5,2.0886256107856767,2.0886256107856767,False
48692,76273,612,2016,GA,Pres-G,2016_Pres-G_GA,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,416.0,Hillary Rodham Clinton,9207,DEM,42.38,45.63998335736082,Donald Trump,9849,REP,47.79,50.771326054771,-5.409999999999997,-5.131342697410183,5,-0.2786573025898136,0.2786573025898136,True
48781,76366,613,2016,HI,Pres-G,2016_Pres-G_HI,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,102.0,Hillary Rodham Clinton,9207,DEM,47.31,62.22149173421738,Donald Trump,9849,REP,28.75,30.038677008511737,18.56,32.18281472570564,9,-13.622814725705641,13.622814725705641,True
48783,76368,614,2016,IA,Pres-G,2016_Pres-G_IA,Ipsos,154,True,False,Online Panel,4.0,,2016-10-27,2016-11-08,12,416.0,Hillary Rodham Clinton,9207,DEM,44.07,41.75251344549624,Donald Trump,9849,REP,43.87,51.16206134467737,0.2000000000000028,-9.409547899181137,12,9.60954789918114,9.60954789918114,False
48782,76367,615,2016,ID,Pres-G,2016_Pres-G_ID,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,205.0,Hillary Rodham Clinton,9207,DEM,30.06,27.492013820979206,Donald Trump,9849,REP,53.26,59.26143236919689,-23.2,-31.769418548217683,9,8.569418548217683,8.569418548217683,True
48693,76274,616,2016,IL,Pres-G,2016_Pres-G_IL,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,482.0,Hillary Rodham Clinton,9207,DEM,51.3,55.8253666987933,Donald Trump,9849,REP,39.08,38.76175307382528,12.22,17.063613624968028,5,-4.843613624968027,4.843613624968027,True
48694,76275,617,2016,IN,Pres-G,2016_Pres-G_IN,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,303.0,Hillary Rodham Clinton,9207,DEM,37.79,37.774839686752046,Donald Trump,9849,REP,53.68,56.94003344841128,-15.89,-19.165193761659232,5,3.2751937616592315,3.2751937616592315,True
48784,76369,618,2016,KS,Pres-G,2016_Pres-G_KS,Ipsos,154,True,False,Online Panel,4.0,,2016-10-27,2016-11-08,12,361.0,Hillary Rodham Clinton,9207,DEM,38.22,36.05237073223449,Donald Trump,9849,REP,54.45,56.65458180583958,-16.230000000000004,-20.602211073605083,12,4.372211073605079,4.372211073605079,True
48706,76287,619,2016,KY,Pres-G,2016_Pres-G_KY,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,391.0,Hillary Rodham Clinton,9207,DEM,37.64,32.68218833364776,Donald Trump,9849,REP,58.29,62.519638551900094,-20.65,-29.837450218252336,9,9.187450218252337,9.187450218252337,True
48785,76370,620,2016,LA,Pres-G,2016_Pres-G_LA,Ipsos,154,True,False,Online Panel,4.0,,2016-10-27,2016-11-08,12,461.0,Hillary Rodham Clinton,9207,DEM,36.12,38.44956609851397,Donald Trump,9849,REP,51.56,58.0886846535688,-15.440000000000005,-19.63911855505483,12,4.199118555054824,4.199118555054824,True
48695,76276,621,2016,MA,Pres-G,2016_Pres-G_MA,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,365.0,Hillary Rodham Clinton,9207,DEM,53.14,60.00506459158761,Donald Trump,9849,REP,35.79,32.808358140007684,17.35,27.196706451579928,5,-9.846706451579927,9.846706451579927,True
48707,76288,622,2016,MD,Pres-G,2016_Pres-G_MD,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,472.0,Hillary Rodham Clinton,9207,DEM,55.69,60.32574423519277,Donald Trump,9849,REP,33.6,33.90930472854767,22.09,26.416439506645105,9,-4.326439506645105,4.326439506645105,True
48786,76371,623,2016,ME,Pres-G,2016_Pres-G_ME,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,245.0,Hillary Rodham Clinton,9207,DEM,42.33,47.830202680208096,Donald Trump,9849,REP,35.08,44.86975333154171,7.25,2.960449348666387,9,4.289550651333613,4.289550651333613,True
48696,76277,624,2016,MI,Pres-G,2016_Pres-G_MI,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,342.0,Hillary Rodham Clinton,9207,DEM,45.95,47.21581719335427,Donald Trump,9849,REP,44.53,47.43857346087157,1.4200000000000017,-0.2227562675172976,5,1.6427562675172993,1.6427562675172993,False
48708,76289,625,2016,MN,Pres-G,2016_Pres-G_MN,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,647.0,Hillary Rodham Clinton,9207,DEM,43.9,46.44503396176695,Donald Trump,9849,REP,36.0,44.92519310427733,7.899999999999999,1.5198408574896265,9,6.380159142510372,6.380159142510372,True
48710,76291,626,2016,MO,Pres-G,2016_Pres-G_MO,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,401.0,Hillary Rodham Clinton,9207,DEM,39.73,38.13527156927183,Donald Trump,9849,REP,48.01,56.77240847937871,-8.280000000000001,-18.63713691010688,9,10.357136910106878,10.357136910106878,True
48709,76290,627,2016,MS,Pres-G,2016_Pres-G_MS,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,184.0,Hillary Rodham Clinton,9207,DEM,35.93,40.11478827178409,Donald Trump,9849,REP,53.09,57.94103808883564,-17.160000000000004,-17.826249817051547,9,0.6662498170515434,0.6662498170515434,True
48787,76372,628,2016,MT,Pres-G,2016_Pres-G_MT,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,115.0,Hillary Rodham Clinton,9207,DEM,34.75,35.745765337013,Donald Trump,9849,REP,53.66,56.16849744642932,-18.91,-20.422732109416323,9,1.5127321094163229,1.5127321094163229,True
48699,76280,629,2016,NC,Pres-G,2016_Pres-G_NC,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,371.0,Hillary Rodham Clinton,9207,DEM,46.0,46.172866168209474,Donald Trump,9849,REP,46.9,49.828094696180415,-0.8999999999999986,-3.655228527970941,5,2.7552285279709423,2.7552285279709423,True
48245,75546,630,2016,ND,Pres-G,2016_Pres-G_ND,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,153.0,Hillary Rodham Clinton,9207,DEM,26.18,27.226739458706007,Donald Trump,9849,REP,49.74,62.9556278313393,-23.56,-35.72888837263329,9,12.168888372633294,12.168888372633294,True
48711,76292,631,2016,NE,Pres-G,2016_Pres-G_NE,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,216.0,Hillary Rodham Clinton,9207,DEM,31.62,33.69875637713554,Donald Trump,9849,REP,53.27,58.74735112712576,-21.65,-25.048594749990222,9,3.398594749990224,3.398594749990224,True
48658,76374,632,2016,NH,Pres-G,2016_Pres-G_NH,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,196.0,Hillary Rodham Clinton,9207,DEM,44.42,46.82626266969056,Donald Trump,9849,REP,41.81,46.45866698195341,2.6099999999999994,0.3675956877371433,9,2.242404312262856,2.242404312262856,True
48697,76278,633,2016,NJ,Pres-G,2016_Pres-G_NJ,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,551.0,Hillary Rodham Clinton,9207,DEM,47.78,55.4530844496942,Donald Trump,9849,REP,37.86,41.35038665002945,9.920000000000002,14.102697799664751,5,-4.18269779966475,4.18269779966475,True
48789,76375,634,2016,NM,Pres-G,2016_Pres-G_NM,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,158.0,Hillary Rodham Clinton,9207,DEM,40.94,48.255647178634106,Donald Trump,9849,REP,38.34,40.04251433324272,2.5999999999999943,8.213132845391385,9,-5.613132845391391,5.613132845391391,True
48788,76373,635,2016,NV,Pres-G,2016_Pres-G_NV,Ipsos,154,True,False,Online Panel,4.0,,2016-10-27,2016-11-08,12,339.0,Hillary Rodham Clinton,9207,DEM,45.39,47.91782367811904,Donald Trump,9849,REP,42.15,45.50069531760242,3.240000000000002,2.417128360516621,12,0.822871639483381,0.822871639483381,True
48698,76279,636,2016,NY,Pres-G,2016_Pres-G_NY,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,552.0,Hillary Rodham Clinton,9207,DEM,51.49,56.722342284541526,Donald Trump,9849,REP,33.0,32.72884002531648,18.49,23.99350225922505,5,-5.503502259225051,5.503502259225051,True
48700,76281,637,2016,OH,Pres-G,2016_Pres-G_OH,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,552.0,Hillary Rodham Clinton,9207,DEM,47.04,43.55807627672002,Donald Trump,9849,REP,46.0,51.68765067578619,1.0399999999999991,-8.129574399066165,5,9.169574399066164,9.169574399066164,False
48790,76376,638,2016,OK,Pres-G,2016_Pres-G_OK,Ipsos,154,True,False,Online Panel,4.0,,2016-10-27,2016-11-08,12,432.0,Hillary Rodham Clinton,9207,DEM,29.85,28.93168028454389,Donald Trump,9849,REP,60.78,65.32286481962736,-30.93,-36.39118453508346,12,5.461184535083461,5.461184535083461,True
48712,76293,639,2016,OR,Pres-G,2016_Pres-G_OR,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,465.0,Hillary Rodham Clinton,9207,DEM,46.72,50.07185200286208,Donald Trump,9849,REP,37.04,39.094035184496754,9.68,10.977816818365326,9,-1.2978168183653267,1.2978168183653267,True
48701,76282,640,2016,PA,Pres-G,2016_Pres-G_PA,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,498.0,Hillary Rodham Clinton,9207,DEM,48.2,47.46494918966543,Donald Trump,9849,REP,45.19,48.18333631228592,3.010000000000005,-0.7183871226204914,5,3.7283871226204965,3.7283871226204965,False
48713,76294,642,2016,SC,Pres-G,2016_Pres-G_SC,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,251.0,Hillary Rodham Clinton,9207,DEM,43.61,40.67341978966509,Donald Trump,9849,REP,49.43,54.93933268569543,-5.82,-14.265912896030343,9,8.445912896030343,8.445912896030343,True
48791,76377,643,2016,SD,Pres-G,2016_Pres-G_SD,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,114.0,Hillary Rodham Clinton,9207,DEM,29.45,31.737428159948987,Donald Trump,9849,REP,52.16,61.5307503789588,-22.71,-29.793322219009813,9,7.083322219009812,7.083322219009812,True
48714,76295,644,2016,TN,Pres-G,2016_Pres-G_TN,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,538.0,Hillary Rodham Clinton,9207,DEM,36.33,34.71633279865009,Donald Trump,9849,REP,49.76,60.722033694214616,-13.43,-26.005700895564523,9,12.575700895564523,12.575700895564523,True
48702,76283,645,2016,TX,Pres-G,2016_Pres-G_TX,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,646.0,Hillary Rodham Clinton,9207,DEM,39.3,43.23525798101196,Donald Trump,9849,REP,48.75,52.23468557933538,-9.450000000000005,-8.999427598323422,5,-0.45057240167658286,0.45057240167658286,True
48922,76636,94,2016,US,Pres-G,2016_Pres-G_US,Ipsos,154,True,False,Online Panel,4.0,,2016-11-04,2016-11-08,4,2195.0,Hillary Rodham Clinton,9207,DEM,42.0,47.99672181721133,Donald Trump,9849,REP,39.0,45.81540269576777,3.0,2.1813191214435577,4,0.8186808785564423,0.8186808785564423,True
48792,76378,646,2016,UT,Pres-G,2016_Pres-G_UT,Ipsos,154,True,False,Online Panel,4.0,,2016-10-27,2016-11-08,12,286.0,Hillary Rodham Clinton,9207,DEM,32.9,27.459545266522184,Donald Trump,9849,REP,39.66,45.53795868437707,-6.759999999999998,-18.078413417854883,12,11.318413417854885,11.318413417854885,True
48703,76284,647,2016,VA,Pres-G,2016_Pres-G_VA,Ipsos,154,True,False,Online Panel,4.0,,2016-11-03,2016-11-08,5,534.0,Hillary Rodham Clinton,9207,DEM,45.9,49.72789199301014,Donald Trump,9849,REP,41.11,44.40669663012711,4.789999999999999,5.321195362883032,5,-0.5311953628830333,0.5311953628830333,True
48255,75556,648,2016,VT,Pres-G,2016_Pres-G_VT,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,106.0,Hillary Rodham Clinton,9207,DEM,48.27,56.67778599472493,Donald Trump,9849,REP,23.4,30.26943475514732,24.870000000000005,26.408351239577613,9,-1.538351239577608,1.538351239577608,True
48715,76296,649,2016,WA,Pres-G,2016_Pres-G_WA,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,562.0,Hillary Rodham Clinton,9207,DEM,46.72,52.53868006182659,Donald Trump,9849,REP,38.48,36.83268018663746,8.240000000000002,15.705999875189129,9,-7.4659998751891266,7.4659998751891266,True
48717,76298,650,2016,WI,Pres-G,2016_Pres-G_WI,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,625.0,Hillary Rodham Clinton,9207,DEM,45.92,46.45384137224266,Donald Trump,9849,REP,39.99,47.21818456731012,5.93,-0.7643431950674611,9,6.694343195067461,6.694343195067461,False
48716,76297,651,2016,WV,Pres-G,2016_Pres-G_WV,Ipsos,154,True,False,Online Panel,4.0,,2016-10-30,2016-11-08,9,180.0,Hillary Rodham Clinton,9207,DEM,34.22,26.426080907249627,Donald Trump,9849,REP,58.04,68.49877453553427,-23.82,-42.07269362828464,9,18.25269362828464,18.25269362828464,True
72653,136342,6214,2020,AZ,Pres-G,2020_Pres-G_AZ,Ipsos,154,True,False,Probability Panel,9.5,,2020-10-30,2020-11-03,4,610.0,Joe Biden,13256,DEM,50.0,49.364690614366616,Donald Trump,13254,REP,47.0,49.05598103046474,3.0,0.308709583901873,4,2.691290416098127,2.691290416098127,True
72658,136361,6220,2020,FL,Pres-G,2020_Pres-G_FL,Ipsos,154,True,False,Probability Panel,9.5,,2020-10-29,2020-11-03,5,670.0,Joe Biden,13256,DEM,50.0,47.86145072544223,Donald Trump,13254,REP,46.0,51.21981962250403,4.0,-3.3583688970618013,5,7.358368897061801,7.358368897061801,False
72508,136073,6233,2020,MI,Pres-G,2020_Pres-G_MI,Ipsos,154,True,False,Probability Panel,9.5,,2020-10-29,2020-11-03,5,654.0,Joe Biden,13256,DEM,53.0,50.62081829082437,Donald Trump,13254,REP,43.0,47.83729069113762,10.0,2.783527599686749,5,7.2164724003132505,7.2164724003132505,True
72659,136362,6238,2020,NC,Pres-G,2020_Pres-G_NC,Ipsos,154,True,False,Probability Panel,9.5,,2020-10-29,2020-11-03,5,707.0,Joe Biden,13256,DEM,49.0,48.586194188970325,Donald Trump,13254,REP,48.0,49.93435061225701,1.0,-1.3481564232866887,5,2.3481564232866887,2.3481564232866887,False
72507,136070,6249,2020,PA,Pres-G,2020_Pres-G_PA,Ipsos,154,True,False,Probability Panel,9.5,,2020-10-29,2020-11-03,5,673.0,Joe Biden,13256,DEM,51.0,50.00849567544814,Donald Trump,13254,REP,45.0,48.84361204017247,6.0,1.1648836352756715,5,4.835116364724328,4.835116364724328,True
72717,136487,6210,2020,US,Pres-G,2020_Pres-G_US,Ipsos,154,True,False,Probability Panel,9.5,,2020-11-01,2020-11-03,2,914.0,Joe Biden,13256,DEM,52.0,51.06781524282115,Donald Trump,13254,REP,45.0,46.67188775435952,7.0,4.395927488461631,2,2.6040725115383694,2.6040725115383694,True
72505,136067,6259,2020,WI,Pres-G,2020_Pres-G_WI,Ipsos,154,True,False,Probability Panel,9.5,,2020-10-29,2020-11-03,5,696.0,Joe Biden,13256,DEM,53.0,49.44953686142774,Donald Trump,13254,REP,43.0,48.82243731960882,10.0,0.6270995418189145,5,9.372900458181086,9.372900458181086,True
30316,36347,658,2012,CO,Pres-G,2012_Pres-G_CO,Marist,183,True,False,Live Phone,9.0,,2012-10-23,2012-11-06,14,1128.0,Barack Obama,16,DEM,48.0,51.49214523168122,Mitt Romney,9,REP,48.0,46.1269839293067,0.0,5.365161302374524,14,-5.365161302374524,5.365161302374524,False
30629,36839,662,2012,FL,Pres-G,2012_Pres-G_FL,Marist,183,True,False,Live Phone,9.0,,2012-10-31,2012-11-06,6,1545.0,Barack Obama,16,DEM,49.0,50.007865068698685,Mitt Romney,9,REP,47.0,49.13097776197552,2.0,0.8768873067231624,6,1.1231126932768376,1.1231126932768376,True
30539,36702,665,2012,IA,Pres-G,2012_Pres-G_IA,Marist,183,True,False,Live Phone,9.0,,2012-10-28,2012-11-06,9,1142.0,Barack Obama,16,DEM,50.0,51.98801653414908,Mitt Romney,9,REP,44.0,46.17786851053609,6.0,5.810148023612989,9,0.18985197638701123,0.18985197638701123,True
29619,35295,680,2012,NC,Pres-G,2012_Pres-G_NC,Marist,183,True,False,Live Phone,8.0,,2012-09-24,2012-11-06,43,1035.0,Barack Obama,16,DEM,48.0,48.35096857706756,Mitt Romney,9,REP,46.0,50.39306410214295,2.0,-2.0420955250753963,43,4.042095525075396,4.042095525075396,False
30538,36700,683,2012,NH,Pres-G,2012_Pres-G_NH,Marist,183,True,False,Live Phone,9.0,,2012-10-28,2012-11-06,9,1013.0,Barack Obama,16,DEM,49.0,51.97968415071198,Mitt Romney,9,REP,47.0,46.40379649268888,2.0,5.575887658023099,9,-3.575887658023099,3.575887658023099,True
30314,36343,686,2012,NV,Pres-G,2012_Pres-G_NV,Marist,183,True,False,Live Phone,9.0,,2012-10-23,2012-11-06,14,1042.0,Barack Obama,16,DEM,50.0,52.35624947040056,Mitt Romney,9,REP,47.0,45.67531564126363,3.0,6.680933829136933,14,-3.680933829136933,3.680933829136933,True
30282,36306,687,2012,NY,Pres-G,2012_Pres-G_NY,Marist,183,True,False,Live Phone,8.0,,2012-10-20,2012-11-06,17,565.0,Barack Obama,16,DEM,61.0,60.760932948702994,Mitt Romney,9,REP,35.0,31.241570989167872,26.0,29.51936195953512,17,-3.5193619595351215,3.5193619595351215,True
30627,36833,688,2012,OH,Pres-G,2012_Pres-G_OH,Marist,183,True,False,Live Phone,9.0,,2012-10-31,2012-11-06,6,971.0,Barack Obama,16,DEM,51.0,50.66674765831986,Mitt Romney,9,REP,45.0,47.68844087842257,6.0,2.978306779897295,6,3.021693220102705,3.021693220102705,True
30746,37056,698,2012,VA,Pres-G,2012_Pres-G_VA,Marist,183,True,False,Live Phone,9.0,,2012-11-01,2012-11-06,5,1165.0,Barack Obama,16,DEM,48.0,51.15645679621864,Mitt Romney,9,REP,47.0,47.28310289638912,1.0,3.873353899829525,5,-2.873353899829525,2.873353899829525,True
30534,36695,701,2012,WI,Pres-G,2012_Pres-G_WI,Marist,183,True,False,Live Phone,9.0,,2012-10-28,2012-11-06,9,1065.0,Barack Obama,16,DEM,49.0,52.77616253515459,Mitt Romney,9,REP,46.0,45.93834671361976,3.0,6.837815821534832,9,-3.837815821534832,3.837815821534832,True
48211,75509,605,2016,AZ,Pres-G,2016_Pres-G_AZ,Marist,183,True,False,Live Phone,9.0,,2016-10-31,2016-11-08,8,719.0,Hillary Rodham Clinton,9207,DEM,40.0,45.12491703028259,Donald Trump,9849,REP,45.0,48.67042485158719,-5.0,-3.545507821304604,8,-1.454492178695396,1.454492178695396,True
47776,74770,611,2016,FL,Pres-G,2016_Pres-G_FL,Marist,183,True,False,Live Phone,9.0,,2016-10-25,2016-11-08,14,779.0,Hillary Rodham Clinton,9207,DEM,45.0,47.82331580580505,Donald Trump,9849,REP,44.0,49.021941416590735,1.0,-1.1986256107856832,14,2.198625610785683,2.198625610785683,False
